Sl No,NO OF ACCIDENT REPORTED ON THIS CORRIDOR UNDER JURISDICTION,FIR NO,Latitude,Longitude,Distance,NO. OF VEHICLE,Date,DAY OF THE WEEK,Month of the year,Year of Accident,Time,D/N,PATTERN OF COLLISION,TYPE OF COLLISION,TYPE OF VEHICLE-1,TYPE OF VEHICLE-2,FATAL,GRIEVOUS,MINOR,SEVERITY,GEOMETRY,PRESENCE OF MEDIAN,PRESENCE OF SHOULDER,PRESENCE OF FOOTPATH,SIDE ROAD,JN/NOT,day_night_label,year,month_num,day,day_of_week,week_of_year,hour,minute,time_bucket,PATTERN_OF_COLLISION_CODE,PATTERN_OF_COLLISION_LABEL,PATTERN_OF_COLLISION_UNKNOWN,TYPE_OF_COLLISION_CODE,TYPE_OF_COLLISION_LABEL,TYPE_OF_COLLISION_UNKNOWN,TYPE_OF_VEHICLE_1_CODE,TYPE_OF_VEHICLE_1_LABEL,TYPE_OF_VEHICLE_1_UNKNOWN,TYPE_OF_VEHICLE_2_CODE,TYPE_OF_VEHICLE_2_LABEL,TYPE_OF_VEHICLE_2_UNKNOWN,is_weekend,is_night,severity_target
972.0,Kottarakkara,2875/2023,8.99558380809102,76.7852800679188,57.7,2.0,2023-12-02,Saturday,December,2023,19.0,N,2.0,10,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Night,2023.0,12,2,Saturday,48,19.0,0.0,18-24,2,Vehicle to Vehicle,False,10,Not Known,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,1,1,Grievous
973.0,Kottarakkara,2880/2023,8.97270034417521,76.8245655321419,52.3,1.0,2023-12-13,Wednesday,December,2023,7.0,D,7.0,11,3.0,14.0,0.0,1.0,2.0,G,curve,no,yes,no,1.0,no,Day,2023.0,12,13,Wednesday,50,7.0,0.0,6-12,7,Hit Fixed/Stationary Object,False,11,Others (Specify),False,3,Car/Jeep/Taxi,False,14,Others (Specify),False,0,0,Grievous
974.0,Puthoor,217/2021,9.064743,76.757571,67.0,1.0,2021-02-21,Sunday,February,2021,17.15,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,1.0,no,Day,2021.0,2,21,Sunday,7,17.0,15.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,0,Grievous
975.0,Puthoor,271/2021,9.07802,76.752903,68.7,2.0,2021-03-15,Monday,March,2021,10.3,D,2.0,2,3.0,1.0,0.0,1.0,1.0,G,curve,no,yes,yes,2.0,no,Day,2021.0,3,15,Monday,11,10.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
976.0,Puthoor,352/2021,9.064743,76.757571,67.0,2.0,2021-03-31,Wednesday,March,2021,21.15,N,2.0,1,1.0,2.0,0.0,2.0,0.0,G,straight,no,yes,yes,0.0,yes,Night,2021.0,3,31,Wednesday,13,21.0,15.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,1,Motorised Two-Wheeler,False,2,Passenger Auto,False,0,1,Grievous
977.0,Puthoor,440/2021,9.07802,76.752903,68.7,2.0,2021-05-01,Saturday,May,2021,10.3,D,2.0,2,3.0,1.0,1.0,1.0,0.0,F,curve,no,yes,yes,2.0,no,Day,2021.0,5,1,Saturday,17,10.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Fatal
978.0,Puthoor,763/2021,9.07802,76.752903,68.7,1.0,2021-06-26,Saturday,June,2021,16.3,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2021.0,6,26,Saturday,25,16.0,30.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,0,Grievous
979.0,Puthoor,855/2021,9.07802,76.752903,68.7,2.0,2021-07-02,Friday,July,2021,14.3,D,2.0,1,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2021.0,7,2,Friday,26,14.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
980.0,Puthoor,1086/2021,9.082009,76.752862,69.1,1.0,2021-07-31,Saturday,July,2021,17.3,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2021.0,7,31,Saturday,30,17.0,30.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,0,Grievous
981.0,Puthoor,1135/2021,9.07802,76.752903,68.7,2.0,2021-08-09,Monday,August,2021,19.3,N,2.0,5,3.0,1.0,0.0,1.0,0.0,G,curve,yes,yes,no,2.0,no,Night,2021.0,8,9,Monday,32,19.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
982.0,Puthoor,1190/2021,9.082009,76.752862,69.1,2.0,2021-08-20,Friday,August,2021,12.45,D,2.0,5,1.0,1.0,0.0,1.0,1.0,G,straight,no,yes,yes,0.0,yes,Day,2021.0,8,20,Friday,33,12.0,45.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
983.0,Puthoor,1232/2021,9.064743,76.757571,67.0,2.0,2021-09-06,Monday,September,2021,22.0,N,2.0,1,1.0,6.0,1.0,1.0,0.0,F,curve,yes,yes,no,2.0,no,Night,2021.0,9,6,Monday,36,22.0,0.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,1,Motorised Two-Wheeler,False,6,Goods Auto/Goods Pick-up Van,False,0,1,Fatal
984.0,Puthoor,1332/2021,9.064743,76.757571,67.0,1.0,2021-09-24,Friday,September,2021,23.3,D,1.0,1,3.0,14.0,1.0,0.0,0.0,F,curve,no,yes,yes,2.0,no,Day,2021.0,9,24,Friday,38,23.0,30.0,18-24,1,Single Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,14,Others (Specify),False,0,1,Fatal
985.0,Puthoor,1462/2021,9.081399,76.752685,69.1,2.0,2021-10-23,Saturday,October,2021,16.0,D,2.0,1,3.0,3.0,0.0,1.0,2.0,G,curve,no,yes,yes,2.0,no,Day,2021.0,10,23,Saturday,42,16.0,0.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,1,0,Grievous
986.0,Puthoor,1555/2021,9.082009,76.752862,69.1,1.0,2021-11-16,Tuesday,November,2021,20.0,N,3.0,8,3.0,11.0,0.0,1.0,0.0,G,curve,yes,yes,no,2.0,no,Night,2021.0,11,16,Tuesday,46,20.0,0.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,1,Grievous
987.0,Puthoor,1561/2021,9.08749,76.754589,69.8,2.0,2021-11-23,Tuesday,November,2021,6.2,D,2.0,5,8.0,3.0,0.0,3.0,0.0,G,curve,yes,yes,no,2.0,no,Day,2021.0,11,23,Tuesday,47,6.0,20.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,8,Truck/Lorry,False,3,Car/Jeep/Taxi,False,0,0,Grievous
988.0,Puthoor,954/2022,9.080797,76.752761,69.0,2.0,2022-07-04,Monday,July,2022,23.45,N,2.0,5,3.0,3.0,2.0,1.0,0.0,F,straight,no,yes,yes,1.0,no,Night,2022.0,7,4,Monday,27,23.0,45.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,0,1,Fatal
989.0,Puthoor,545/2022,9.076758,76.752976,68.6,2.0,2022-04-18,Monday,April,2022,8.35,D,2.0,1,3.0,1.0,1.0,0.0,0.0,F,straight,yes,yes,no,1.0,no,Day,2022.0,4,18,Monday,16,8.0,35.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Fatal
990.0,Puthoor,1601/2022,9.078939,76.752894,68.8,1.0,2022-11-10,Thursday,November,2022,9.0,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Day,2022.0,11,10,Thursday,45,9.0,0.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
991.0,Puthoor,327/2022,9.064586,76.757671,67.0,1.0,2022-02-19,Saturday,February,2022,8.3,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,2.0,no,Day,2022.0,2,19,Saturday,7,8.0,30.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,0,Grievous
992.0,Puthoor,404/2022,9.078198,76.752878,68.7,2.0,2022-03-22,Tuesday,March,2022,12.0,D,2.0,5,8.0,3.0,0.0,1.0,0.0,G,curve,no,yes,yes,2.0,no,Day,2022.0,3,22,Tuesday,12,12.0,0.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,8,Truck/Lorry,False,3,Car/Jeep/Taxi,False,0,0,Grievous
993.0,Puthoor,583/2022,9.081333,76.752735,69.1,2.0,2022-04-17,Sunday,April,2022,16.0,D,2.0,5,3.0,2.0,0.0,1.0,1.0,G,straight,no,yes,yes,0.0,yes,Day,2022.0,4,17,Sunday,15,16.0,0.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,2,Passenger Auto,False,1,0,Grievous
994.0,Puthoor,665/2022,9.077138,76.752938,68.6,2.0,2022-05-12,Thursday,May,2022,6.15,D,2.0,5,6.0,1.0,0.0,1.0,0.0,G,curve,yes,yes,no,2.0,no,Day,2022.0,5,12,Thursday,19,6.0,15.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,6,Goods Auto/Goods Pick-up Van,False,1,Motorised Two-Wheeler,False,0,0,Grievous
995.0,Puthoor,1095/2022,9.082009,76.752862,69.1,2.0,2022-07-22,Friday,July,2022,13.3,D,2.0,1,1.0,1.0,0.0,1.0,1.0,G,straight,no,yes,yes,1.0,no,Day,2022.0,7,22,Friday,29,13.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
996.0,Puthoor,1231/2022,9.064743,76.757571,67.0,2.0,2022-08-08,Monday,August,2022,8.0,D,2.0,5,3.0,1.0,0.0,1.0,0.0,G,curve,yes,yes,no,2.0,no,Day,2022.0,8,8,Monday,32,8.0,0.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
997.0,Puthoor,1406/2022,9.088333,76.754358,69.9,2.0,2022-10-02,Sunday,October,2022,9.1,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Day,2022.0,10,2,Sunday,39,9.0,10.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
998.0,Puthoor,1573/2022,9.087258,76.75458,69.8,2.0,2022-10-30,Sunday,October,2022,19.0,N,2.0,5,3.0,1.0,0.0,3.0,0.0,G,curve,yes,yes,no,2.0,no,Night,2022.0,10,30,Sunday,43,19.0,0.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Grievous
999.0,Puthoor,1606/2022,9.077137,76.752921,68.6,2.0,2022-11-05,Saturday,November,2022,16.3,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Day,2022.0,11,5,Saturday,44,16.0,30.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
1000.0,Puthoor,1777/2022,9.085184,76.754257,69.5,2.0,2022-12-02,Friday,December,2022,9.0,D,2.0,2,6.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Day,2022.0,12,2,Friday,48,9.0,0.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,6,Goods Auto/Goods Pick-up Van,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1001.0,Puthoor,1897/2022,9.080797,76.752761,69.0,2.0,2022-12-27,Tuesday,December,2022,16.3,D,2.0,1,1.0,1.0,0.0,2.0,0.0,G,straight,no,yes,no,0.0,no,Day,2022.0,12,27,Tuesday,52,16.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1002.0,Puthoor,55/2023,9.088132,76.75448,69.9,2.0,2022-07-23,Saturday,July,23-07-2022,13.3,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,yes,yes,no,1.0,no,Day,2022.0,7,23,Saturday,29,13.0,30.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
1003.0,Puthoor,95/2023,9.073727,76.752963,68.2,2.0,2023-01-08,Sunday,January,2023,12.15,D,2.0,1,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Day,2023.0,1,8,Sunday,1,12.0,15.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
1004.0,Puthoor,110/2023,9.088132,76.75448,69.9,1.0,2023-01-15,Sunday,January,15-01-2023,21.0,N,3.0,8,12.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Night,2023.0,1,15,Sunday,2,21.0,0.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,12,Unknown Vehicle,False,11,Pedestrian,False,1,1,Grievous
1005.0,Puthoor,127/2023,9.088132,76.75448,69.9,2.0,2023-01-15,Sunday,January,15-01-2023,8.45,D,2.0,2,1.0,2.0,0.0,0.0,1.0,M,straight,no,yes,yes,0.0,no,Day,2023.0,1,15,Sunday,2,8.0,45.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,2,Passenger Auto,False,1,0,Minor
1006.0,Puthoor,145/2023,9.08533622038147,76.7543757978104,69.5,2.0,2023-01-22,Sunday,January,22-01-2023,19.0,N,6.0,8,3.0,1.0,0.0,1.0,2.0,G,straight,no,yes,yes,0.0,no,Night,2023.0,1,22,Sunday,3,19.0,0.0,18-24,6,Hit Standing/Parked Vehicle,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Grievous
1007.0,Puthoor,260/2023,9.080386,76.75289,68.9,1.0,2023-02-16,Thursday,February,2023,19.0,N,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Night,2023.0,2,16,Thursday,7,19.0,0.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,1,Grievous
1008.0,Puthoor,265/2023,9.076068,76.753031,68.6,1.0,2023-02-16,Thursday,February,2023,9.0,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,1.0,no,Day,2023.0,2,16,Thursday,7,9.0,0.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
1009.0,Puthoor,328/2023,9.074767,76.753065,68.3,1.0,2023-03-02,Thursday,March,2023,13.3,D,3.0,8,12.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Day,2023.0,3,2,Thursday,9,13.0,30.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,12,Unknown Vehicle,False,11,Pedestrian,False,0,0,Grievous
1010.0,Puthoor,647/2023,9.08427748419637,76.7540985756178,69.4,1.0,2023-04-15,Saturday,April,2023,20.3,N,3.0,8,1.0,11.0,0.0,2.0,0.0,G,straight,no,yes,yes,1.0,no,Night,2023.0,4,15,Saturday,15,20.0,30.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,1,Grievous
1011.0,Puthoor,732/2023,9.081482,76.752735,69.1,2.0,2023-05-15,Monday,May,15-05-2023,20.0,N,2.0,5,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Night,2023.0,5,15,Monday,20,20.0,0.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
1012.0,Puthoor,938/2023,9.088132,76.75448,69.9,2.0,2023-06-17,Saturday,June,17-06-2023,20.35,N,2.0,5,3.0,3.0,0.0,0.0,1.0,M,curve,yes,yes,no,2.0,no,Night,2023.0,6,17,Saturday,24,20.0,35.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,1,1,Minor
1013.0,Puthoor,966/2023,9.079189,76.752973,68.8,2.0,2023-06-24,Saturday,June,24-06-2023,13.3,D,2.0,5,5.0,4.0,1.0,0.0,0.0,F,straight,no,yes,yes,0.0,no,Day,2023.0,6,24,Saturday,25,13.0,30.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,5,Mini Bus/Passenger Tempo/Passenger Van,False,4,Bus,False,1,0,Fatal
1014.0,Puthoor,1114/2023,9.079189,76.752973,68.8,1.0,2023-07-16,Sunday,July,16-07-2023,13.0,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,2.0,no,Day,2023.0,7,16,Sunday,28,13.0,0.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,0,Grievous
1015.0,Puthoor,1477/2023,9.078078,76.752914,68.7,1.0,2023-09-14,Thursday,September,14-09-2023,10.15,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,2.0,no,Day,2023.0,9,14,Thursday,37,10.0,15.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
1016.0,Puthoor,1596/2023,9.088132,76.75448,69.9,1.0,2023-10-09,Monday,October,2023,13.4,D,3.0,8,3.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2023.0,10,9,Monday,41,13.0,40.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,0,Grievous
1017.0,Puthoor,1849/2023,9.073727,76.752963,68.2,2.0,2023-11-23,Thursday,November,23-11-2023,22.15,N,2.0,5,3.0,3.0,0.0,1.0,3.0,G,straight,no,yes,yes,0.0,no,Night,2023.0,11,23,Thursday,47,22.0,15.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,0,1,Grievous
1018.0,Puthoor,1969/2023,9.074767,76.753065,68.3,2.0,2023-12-06,Wednesday,December,2023,20.15,N,2.0,5,1.0,1.0,0.0,2.0,1.0,G,straight,no,yes,yes,1.0,no,Night,2023.0,12,6,Wednesday,49,20.0,15.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Grievous
1019.0,Enath,12/2021,9.12139,76.74338,73.8,2.0,2021-01-03,Sunday,January,2021,19.3,N,2.0,5,3.0,2.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Night,2021.0,1,3,Sunday,53,19.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,2,Passenger Auto,False,1,1,Grievous
1020.0,Enath,28/2021,9.097839,76.752129,71.0,2.0,2021-01-10,Sunday,January,2021,17.0,D,2.0,5,3.0,1.0,1.0,0.0,1.0,F,curve,no,yes,no,1.0,no,Day,2021.0,1,10,Sunday,1,17.0,0.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Fatal
1021.0,Enath,148/2021,9.112163,76.745831,72.7,1.0,2021-02-22,Monday,February,22-02-2021,20.3,N,3.0,8,8.0,11.0,1.0,0.0,0.0,F,straight,no,yes,yes,0.0,no,Night,2021.0,2,22,Monday,8,20.0,30.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,8,Truck/Lorry,False,11,Pedestrian,False,0,1,Fatal
1022.0,Enath,163/2021,9.112163,76.745831,72.7,2.0,2021-02-23,Tuesday,February,23-02-2021,15.3,D,2.0,2,3.0,3.0,0.0,0.0,1.0,M,curve,no,yes,yes,1.0,no,Day,2021.0,2,23,Tuesday,8,15.0,30.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,0,0,Minor
1023.0,Enath,208/2021,9.112163,76.745831,72.7,1.0,2021-03-14,Sunday,March,14-03-2021,13.0,D,1.0,4,2.0,0.0,1.0,0.0,0.0,F,curve,no,yes,yes,1.0,no,Day,2021.0,3,14,Sunday,10,13.0,0.0,12-18,1,Single Vehicle,False,4,Vehicle Overturn/Skidding,False,2,Passenger Auto,False,0,Unknown/Out-of-master,True,1,0,Fatal
1024.0,Enath,236/2021,9.107457,76.747591,72.2,1.0,2021-03-13,Saturday,March,13-03-2021,19.2,N,3.0,8,3.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,1.0,no,Night,2021.0,3,13,Saturday,10,19.0,20.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,1,1,Grievous
1025.0,Enath,312/2021,9.1076,76.747582,72.2,1.0,2021-04-21,Wednesday,April,21-04-2021,8.15,N,3.0,8,3.0,11.0,0.0,0.0,1.0,M,curve,no,yes,yes,1.0,no,Night,2021.0,4,21,Wednesday,16,8.0,15.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,1,Minor
1026.0,Enath,465/2021,9.103534,76.749496,71.7,2.0,2021-06-20,Sunday,June,20-06-2021,22.3,N,2.0,5,8.0,5.0,1.0,0.0,0.0,F,curve,no,yes,yes,1.0,no,Night,2021.0,6,20,Sunday,24,22.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,8,Truck/Lorry,False,5,Mini Bus/Passenger Tempo/Passenger Van,False,1,1,Fatal
1027.0,Enath,482/2021,9.095849,76.752635,70.7,2.0,2021-06-23,Wednesday,June,23-06-2021,13.0,D,2.0,1,3.0,1.0,1.0,0.0,0.0,F,curve,no,yes,no,1.0,no,Day,2021.0,6,23,Wednesday,25,13.0,0.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Fatal
1028.0,Enath,937/2021,9.112525,76.745657,72.8,2.0,2021-10-10,Sunday,October,2021,18.3,N,2.0,2,3.0,2.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Night,2021.0,10,10,Sunday,40,18.0,30.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,2,Passenger Auto,False,1,1,Grievous
1029.0,Enath,1021/2021,9.112163,76.745831,72.7,2.0,2021-11-26,Friday,November,26-11-2021,9.3,D,2.0,1,2.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Day,2021.0,11,26,Friday,47,9.0,30.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1030.0,Enath,1032/2021,9.091235,76.753682,70.2,2.0,2021-11-29,Monday,November,29-11-2021,9.3,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,1.0,no,Day,2021.0,11,29,Monday,48,9.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1031.0,Enath,1034/2021,9.112163,76.745831,72.7,2.0,2021-11-30,Tuesday,November,30-11-2021,19.0,N,2.0,1,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Night,2021.0,11,30,Tuesday,48,19.0,0.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Grievous
1032.0,Enath,1047/2021,9.103103,76.749682,71.6,1.0,2021-12-09,Thursday,December,2021,19.0,D,3.0,8,3.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,1.0,no,Day,2021.0,12,9,Thursday,49,19.0,0.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,0,Grievous
1033.0,Enath,1059/2021,9.121077,76.743484,73.7,2.0,2021-12-09,Thursday,December,2021,16.0,D,2.0,2,5.0,1.0,0.0,1.0,1.0,G,curve,no,yes,no,1.0,no,Day,2021.0,12,9,Thursday,49,16.0,0.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,5,Mini Bus/Passenger Tempo/Passenger Van,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1034.0,Enath,85/2022,9.121077,76.743484,73.7,1.0,2022-01-13,Thursday,January,13-01-2022,13.15,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,2.0,no,Day,2022.0,1,13,Thursday,2,13.0,15.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
1035.0,Enath,109/2022,9.093585,76.753088,70.5,2.0,2022-01-28,Friday,January,28-01-2022,20.3,N,2.0,5,1.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,2.0,no,Night,2022.0,1,28,Friday,4,20.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Grievous
1036.0,Enath,163/2022,9.089539,76.754237,70.0,2.0,2022-02-11,Friday,February,2022,7.4,D,2.0,1,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Day,2022.0,2,11,Friday,6,7.0,40.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1037.0,Enath,199/2022,9.090972,76.753867,70.2,2.0,2022-03-02,Wednesday,March,2022,9.3,D,2.0,2,1.0,1.0,0.0,0.0,2.0,M,straight,no,yes,yes,1.0,yes,Day,2022.0,3,2,Wednesday,9,9.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Minor
